row,Product Id,"国家
Country",shop,product_name,image_url,"首图
First Image Show","最爆视频链接参考
Video link","一级行业
Primary Industry","一级类目
Level 1 Category","二级类目
Level 2 Category","三级类目
Level 3 Category","商品原价
Listed Price","秒杀指导价
Flash Sale Price","折扣率
Discount Rate",price,"颜色
Colors","尺码
Sizes",link,"供应商名称
Supplier Name",Number Requested,Number Ordered
S260413041054,1.7375E+18,SA,Amy Culture,???? ??? ??? ??? ???? ??? ?????? ????? ?????? ?????? ?????? ????? ??? ??? ????? ???? ????? ?????? ???? ????? ?? ?? ???? ?????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/4e1fb798f57e4aa69af5bb9d86a868cf~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"玩具和爱好
Toys & Hobbies","传统与创新玩具
Classic & Novelty Toys","减压玩具
Stress Relief Toys",?.?135,,,135,"????,????,???????,????????",??? ????,https://shop.tiktok.com/view/product/1737498801773052955?region=undefined&source=seller_center,深圳艾米润贸易有限公司,0,0
S250110006243,1.7375E+18,SA,TechnoLab,?????? ????? ????? ?????? ????? ????? ????? ??????? ????? ??????? ????? ????? ????? ????? ??????? ????? ????? ?????? CMOS? ???? ?????? ???? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8309d2ffa781447d9448ab88604d0c88~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"手机和电子产品
Phones & Electronics","摄影摄像
Cameras & Photography","全自动数码相机
Point & Shoot Cameras",?.?415 - ?.?515,,,282.2-350.2,"Black,?????? ??????",???? ????,https://shop.tiktok.com/view/product/1737498802231150423?region=undefined&source=seller_center,深圳市南山区花火传媒中心,0,0
S251011035881,1.7375E+18,SA,Art Craft Elite,?????? ????? ????? ????? ????? ?????? ????????? ????? ?? 96 ????? ????? ???? ?????? ??????? ???????? ????? ??????? ?????? ?????? ?? ?????? ???? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/e7ae5382b7d642d492b8c1316ae6ee3d~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"玩具和爱好
Toys & Hobbies","益智玩具
Educational Toys","语言玩具
Language Toys",?.?195,,,44.85,????? ???????,1 ????,https://shop.tiktok.com/view/product/1737498802611717913?region=undefined&source=seller_center,兴宁市洛凯百货店（个体工商户）,0,0
S251224014368,1.7375E+18,SA,Hawthaw Women Apparel,??? ????? ????? ????? ???? ????? ??? ????? ???? ????? ????? ??? ??? ??? U ?????? ?????? ??????? ???? ????? ?????? ????? ??????? ???????? ????????? ???????? ?????????? ?????? ????????? ????? ????? ???????? ???? ????? ????? ???????? ????? ????? ????????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/e103eca442844fd995ef7eebfcce678f~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士上装
Women's Tops","女士背心，吊带&抹胸
Women's Tanks & Camis",?.?65,,,16.25,"?????? ???????,????,????,?????? ??????,????,???,???? ????????,????,????,???????,???? ??????,????","XS,S,M,L,XL",https://shop.tiktok.com/view/product/1737498802774246705?region=undefined&source=seller_center,香港布林閣服飾有限公司,0,0
S260309040002,1.7375E+18,SA,OYEIE,????? ????? ???? ???? ???? ??????? ????? ????? ????? ?????? ????? ?????? ????? ??? ??????? ????? ?????? ??????? ??????? ????????? ??????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/926526b933a743258f627e00ff62f67d~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","女士裤子
Pants",?.?125 - ?.?129,,,41.25-42.57,"????,???? ?????,???,????,???????,Beige,??????? ????,?????,????,???? ??? ?????? ??????? ??????,???? ??? ?????? ?????? ???????","S,M,L,XL",https://shop.tiktok.com/view/product/1737498802892866863?region=undefined&source=seller_center,香港卓逸商業有限公司,0,0
S251219108676,1.7375E+18,SA,Gemmalyn SHOP,????? ??? 3 ?? 1? ???? ????? ???? ????????? ?????? (1 ????/500 ??)? ???? ????? ?????? ????? ????????? ?????????? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/9160adaa9a984287950140844115e387~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","护发和造型
Haircare & Styling","洗发水和护发素
Shampoo & Conditioner",?.?199 - ?.?205,,,51.74-53.3,500 ??,"???,????,??? ???????,??? ????,????",https://shop.tiktok.com/view/product/1737498803311772935?region=undefined&source=seller_center,广州粤秀品牌管理有限公司,0,0
S260522002440,1.7375E+18,SA,Made by Mitchell,?????? ?????????? - ?????? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/c320e1c430a7498abecf58849ce3699c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","美妆
Makeup","美妆套装
Makeup Sets",?.?75 - ?.?269,,,29.25-104.91,"???? ??????? ??????? - ????? ?? ????,BLURSH LIGHTS - ???? ???????,?? ????? ??? ????? - ?? Ritz,BEAM SUGARED-FLYNKLE,SHINE SLIME - ?? ???? ????? ?? ????? ,?????? ??? ??? Prism 'n' Proper? ? ??? ?? ????",?????? ??????????,https://shop.tiktok.com/view/product/1737498803337397947?region=undefined&source=seller_center,广州秘密仓库化妆品有限公司,0,0
S260402057296,1.7375E+18,SA,CHEER TOYS,???? ??? ????????? ??????? ??????? – ???? ??????? ?????? ??????? ???????? ???? ????? ??????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/87e269aed93c4475951aa42deda384b5~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"玩具和爱好
Toys & Hobbies","棋盘娱乐
Games & Puzzles","棋盘游戏
Board Games",?.?109 - ?.?149,,,22.89-31.29,?????? 1,"?????? ??????,?????? ?????",https://shop.tiktok.com/view/product/1737498804214859286?region=undefined&source=seller_center,汕头市澄海区腾乐玩具厂,0,0
S260714031859,1.7375E+18,SA,ZANZEAFASHION,??? ????? ?? ??????: ???? ?????? ????? ????? ????? ?? ???? ?? + ?????? ????? ?????? ???? ??????? ???? ?????? ???????? ??? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/204a09c098194434a1c4163b6b94013b~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"穆斯林时尚
Modest Fashion","女士穆斯林服饰
Women's Islamic Clothing","穆斯林套装
Clothing Sets",?.?199,,,81.59,"???? ?????,Rose gold,Yellow","S,XL,L,M,XXL",https://shop.tiktok.com/view/product/1737498807048242930?region=undefined&source=seller_center,深圳诚德商毅贸易有限公司,0,0
S251124007518,1.7375E+18,SA,luckly BB shoes,????? ????? ????? ??????? ???? ???? ??????? ??????? ????? ?????? ?????? ?????? ???????? ????? ?????? ?? ???? PVC ?????? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/2a8bb595c2fc485d817deaa04379537c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"儿童时尚
Kids' Fashion","男童鞋
Boys' Footwear","男童凉鞋&人字拖
Sandals & Flip Flops",?.?165,,,165,"?????,????,??????? ?????","Eu21,Eu22,Eu23,Eu24,Eu25,Eu26,Eu27,Eu28,Eu29,Eu30",https://shop.tiktok.com/view/product/1737498807779231124?region=undefined&source=seller_center,佛山市南海区岐萱屋电子商务服务中心,0,0
S260118013094,1.7375E+18,SA,Chic Design Pins,??? ?? 12 ???? ?? ?????? ?????? ??? ??? ??? ?????? ??????? ??? ???? ?????? ????? ????? ?????? ????????? ????? ????? ?????? ????? ?????? ????? ????? ???????? ??????? ?????? ??????? ????? ??????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/64d356e8b1f94865963f8b5d77dc0e42~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"时尚配饰
Fashion Accessories","服饰配件
Clothes Accessories","领夹&胸针
Collar Clips & Brooches",?.?59,,,21.24,Multicolor3,One-size,https://shop.tiktok.com/view/product/1737498808669472108?region=undefined&source=seller_center,义乌市旭祥电子商务有限公司,0,0
S260108063045,1.7375E+18,SA,Soft Frame,????? ????? ???? ?????? Y2K ???? ???????? ???? ?????? ???? ????? ?????? ??? ????? ???? ?????????? ????????? ????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/9baf59b843394523a17d2f586b7805d3~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","女士裤子
Pants",?.?139,,,47.26,"???,????,????? ????","S,M,L,XL",https://shop.tiktok.com/view/product/1737498808953111662?region=undefined&source=seller_center,湖北省仙桃市纯尔莎服饰有限公司,0,0
S260203060394,1.7375E+18,SA,UrbanDrip Jeans,????? ???? ????? ?? ???? ????? ????? ????? ??? ????? ?????? ???? ??????? ????? ???? ??????? ????/??? 2026? ????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/e35691457b6d462bb58d10d56806a851~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"男装与男士内衣
Menswear & Underwear","男士下装
Men's Bottoms","男士牛仔裤
Men's Jeans",?.?235,,,84.6,"?????,????","XS,S,M,L,XL,XXL,XXXL",https://shop.tiktok.com/view/product/1737498809641043896?region=undefined&source=seller_center,广州市增城坦爵服装商行,0,0
S251007005664,1.7375E+18,SA,My Fashion Tribe,????? ???? ?? ??? ????? ???? ????? ??? ???? ?????? ????? ??????? ?? ?????? ?????? ????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5933a6cf75274f6da96cfdb346d01002~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","女鞋
Women's Shoes","女士平底鞋
Flats",?.?115,,,42.55,????,"Cn36,Cn37,Cn38,Cn39,Cn40,Cn41,Cn42",https://shop.tiktok.com/view/product/1737498809704613297?region=undefined&source=seller_center,台州知意贸易有限公司,0,0
S260316071402,1.7375E+18,SA,Refined Nest,??? ????? ?? ???? ???? ??????? ?????? ??????? ???? ???? ???????? ??? ???? ???? ???? ?????????? ????? ???????? ?? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/161faec8e5b84c3694b0c37e4e02dd71~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"家居装修
Home Improvement","花园用品
Garden Supplies","庭院及花园装饰
Garden Decor",?.?115 - ?.?165,,,35.65-51.15,"????,???????,???? ????,????????,????",1 ???? - 50*300 ??,https://shop.tiktok.com/view/product/1737498810450215983?region=undefined&source=seller_center,义乌市前迮电子商务商行（个体工商户）,0,0
S251206047942,1.7375E+18,SA,Lovelynight lighting,?????? ????? ?????? ????? ??????? ?????? ???? ???? ??????? ??????? ?? ???? ???? ?? ????? ?????? ????? ? ????? ?????? ?????? ?????? ?????? ??????? ??????? ??????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/61cbd4441a22487bac46e2455507472f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"家居装修
Home Improvement","灯具和照明设备
Lights & Lighting","户外照明
Outdoor Lighting",?.?119 - ?.?235,,,46.41-91.65,"???? ?? ??????,1 ????",??? ????,https://shop.tiktok.com/view/product/1737498811208533736?region=undefined&source=seller_center,中山市奥灵成照明科技有限公司,0,0
S250929020635,1.7375E+18,SA,Novelife,????? ????? ????? ?????? ??????? ????? ???? ???? ???? ???? ???????? ????? ????? ?????? ????? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/48cfbf6025124ad59e823c49e776a6d0~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","女士裤子
Pants",?.?229,,,77.86,"?????? ??????,???,????,???? ????? ?????","S,M,L,XL",https://shop.tiktok.com/view/product/1737498811912258647?region=undefined&source=seller_center,香港興卓服飾貿易有限公司,0,0
S251215133192,1.7375E+18,SA,Made by Mitchell,XPRESSO BUNDLE - ????? ??????? - ????? ?????? MITCHELL,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/782a06134b4a4a27b6b9ed11fa4db73a~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","美妆
Makeup","眼线笔与唇线笔
Eyeliner & Lipliner",?.?139,,,47.26,? ?????,2.5 ????+2.5 ????+2.5 ????,https://shop.tiktok.com/view/product/1737498812856829627?region=undefined&source=seller_center,广州秘密仓库化妆品有限公司,0,0
S260409036814,1.7375E+18,SA,Xioimy,60 ???? ?? ?????? ????? ?????????? ?????????? ??????????? ????? ????? ????? ?????? ?? ?????? ???? ?????? ????? ?????? ???????? ??????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/a6bc0f710190416aad31318d4b0e00cb~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","护肤品
Skincare","眼部护理
Eye Treatments",?.?85,,,33.15,80 ????,???? ?????,https://shop.tiktok.com/view/product/1737498813069427777?region=undefined&source=seller_center,广州奢尚国际化妆品有限公司,0,0
S260318023763,1.7375E+18,SA,Made by Mitchell,[Made by Mitchell] ??? ??????--????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f9dadf4dfad94425b34961d5231c0c63~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","美妆
Makeup","口红与唇彩
Lipstick & Lip Gloss",?.?79,,,27.65,5 ??,???? ????,https://shop.tiktok.com/view/product/1737498813255091899?region=undefined&source=seller_center,广州秘密仓库化妆品有限公司,0,0
S250224013055,1.7375E+18,SA,Revive Snap,?????? ????? ?????? ??????? ????? ???? ????? ????? ????? ????? ????? ??????? ????? ?? ????? ?????? ?????? ???????? ?????? ?????? ???? ???????? ?????? ?????? ?????? ?????? ??????????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5d367f25644f4414bc7ce5901fe2459a~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"手机和电子产品
Phones & Electronics","摄影摄像
Cameras & Photography","全自动数码相机
Point & Shoot Cameras",?.?225 - ?.?245,,,83.25-90.65,"???? ????,Pink,Black",???? ????,https://shop.tiktok.com/view/product/1737498813532440462?region=undefined&source=seller_center,深圳市春润泽科技有限公司,2,0
S251217014556,1.7375E+18,SA,Quick Parts,60/120 ???? ?? ?????? ????? ????? ?????? ????? ????? ??????? ?????? ????? ??? ??????? ??????? ??????? ?? ???? ??? ??? ?????? ?????? ??????? AWG 18–22? ?????? ??????????? ?? ??????? ????????? ?????? ?????? - ???? ?????? ?? ??????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/03201b3ac6d54ec5931d43a2630e7bf7~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"家居装修
Home Improvement","电气设备及用品
Electrical Equipment & Supplies","连接器和终端
Connectors & Terminals",?.?75 - ?.?119,,,75-119,??? ??????,"60 ???? ?? ?????,120 ???? ?? ?????",https://shop.tiktok.com/view/product/1737498814149002973?region=undefined&source=seller_center,建達集團有限公司,0,0
S260403046677,1.7375E+18,SA,JunYouCaiKJ,????? ??? ?? 18 ????? LED? ???? ???? ???? ????? USB? ???? ????? ??????? ?????? Makita ???? 18–20 ????? ?? ????? ???? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/ddf461877d0342548c32cd184eada97f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"家居装修
Home Improvement","灯具和照明设备
Lights & Lighting","便携照明
Portable Lighting",?.?95,,,39.9,??????,???? ????,https://shop.tiktok.com/view/product/1737498814769169633?region=undefined&source=seller_center,东莞市君有才科技有限公司,0,0
S250928024491,1.7375E+18,SA,CrocCharmHub,??? ???? ????? ?? 24 ???? ?? ?????? ??????? ?? ??????? ??????? ????? ??? ??? ????? ????? ??????? ????????? ?????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/ca0c6f2275654defa841e7cfd968beab~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","鞋靴配件
Shoe Accessories","鞋装饰
Shoe Decoration Charms",?.?69,,,69,????,????? ???? ?? ????,https://shop.tiktok.com/view/product/1737498814992647302?region=undefined&source=seller_center,深圳市华晟宝科技有限公司,0,0
S260519031897,1.7375E+18,SA,Lady Walk-,????? ????? ???? ??????? ???? 2026? ????? ????? ????? ????????? ????? ???? ????? ????????? ????? ?????? ??????????? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/dd0e5b5d98f4464a96327a3e844b9726~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","男鞋
Men's Shoes","男士拖鞋
Slippers",?.?155,,,55.8,"???,????","Eu39,Eu40,Eu41,Eu42,Eu43,Eu44,Eu45,Eu46,Eu47",https://shop.tiktok.com/view/product/1737498815123916488?region=undefined&source=seller_center,肇庆市端州区燕岚易商贸有限公司,0,0
S250826006167,1.7375E+18,SA,Laikou & Quiyum Skincare,?????? ????? ?????? ??????? ??????? ? ???? 50 ???? + ??? 17 ?? + ???? ????? 15 ???? + ???? 25 ???? + ????? ????? + ???? ????? + ????? ???,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/1bde90d1af2e44ad8cc77721eed13168~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","护肤品
Skincare","面部护理套装
Skin Care Kits",?.?85,,,30.6,?????? ????????,???? ????,https://shop.tiktok.com/view/product/1737498815333434666?region=undefined&source=seller_center,汕头市纳艾杰科技有限公司,0,0
S260409032318,1.7375E+18,SA,StepWind trendy shoe,????? ????? ???????? ?????? ????????? ???? ?????? ??????? ????? ???? ????? ????? ????? ????? ???????? ?????? ??????? ????? ??? ????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/ea684ce82cbe4c358d51606013eddf4c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","男鞋
Men's Shoes","男士拖鞋
Slippers",?.?169,,,72.67,"???? ? ????,???,Black and gray","Eu38-39,Eu40-41,Eu42-43,Eu44-45",https://shop.tiktok.com/view/product/1737498816230622788?region=undefined&source=seller_center,晋江市池店镇踏风鞋厂,0,0
S260325025892,1.7375E+18,SA,Sleek Trendy Home,??? ???? ????? 240 ???? ???? ???? ???? ??????? ?????? 360°? ???? ??? 2 ?? 1 ???? ?????? ?? ??? Type?C ??? Type?C ????? ?? ????? ????? ??????????? ?????? ?? ??? 14+ ????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5d076011d7b74006994f7ebd5e7ae757~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"手机和电子产品
Phones & Electronics","手机配件
Mobile Phone Accessories","充电线、充电器 & 转换器
Cables, Chargers & Adapters",?.?65 - ?.?99,,,26-39.6,"????????,????,???? ????? ?????,????,??? ???? ????,????? ????,????","???? ?????,???? ???? ????",https://shop.tiktok.com/view/product/1737498816329319639?region=undefined&source=seller_center,岳阳豪兴供应链有限公司,0,0
S260428024972,1.7375E+18,SA,Vincira,????? ????? ????? ????? ???? ????? ????? ?????? ????? ?????? ???? ???? ?????? ????? ????? ??????? ????? ?????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/1b730579d7684a8ca6c142e8290598f7~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","女士裤子
Pants",?.?149,,,70.03,"????,???? ? ????","S,M,L,XL",https://shop.tiktok.com/view/product/1737498816330303139?region=undefined&source=seller_center,广州雯锦服装商行（个人独资）,0,0
S260104009650,1.7375E+18,SA,ADAMUMU,????? ?????? ????? ?? ?????? ?????? ???? ??? ????? ???????? ????? ???? ????? ????? ??????? ????? ??????? ??????? ?????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/5cf611f633ab48e69679c8ef18509909~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","女鞋
Women's Shoes","玛丽珍鞋
Mary Jane Shoes",?.?119,,,54.74,"???? ?????,??? ???? ????,Beige,???? ????????,????,???? ??????,Cream","Eu36,Eu37,Eu38,Eu39,Eu40,Eu41",https://shop.tiktok.com/view/product/1737498817222706854?region=undefined&source=seller_center,杭州智乐陶电子商务有限公司,0,0
S260322021370,1.7375E+18,SA,Beauty Tools,???? ????? ???????? ????????? 10 ??? ???? ?????? ??????? ?? ????? ????? ???? ?????? ???? ?? 48 ??? 72 ????? ????? ?????? ???? ????? ????????? ?????? ????? ??????? ???? ?????? ???? ????? ???? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/62f786e52a6244c0b2e999c7e2d05ff2~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","美妆
Makeup","假睫毛与胶水
False Eyelashes & Adhesives",?.?45 - ?.?95,,,19.8-41.8,????,"3 ???,???? ?????",https://shop.tiktok.com/view/product/1737498817400636890?region=undefined&source=seller_center,东莞市寮步彬琪希百货店（个体工商户）,0,0
S260208026625,1.7375E+18,SA,CY BEAUTY,?????? ????? ??????? ?? 3 ???? ?????? ??????? ???? ???????? ???? ??????? ?????? ??????? ???? ?????? ???? ?????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/2584cf9a2a32434c84c127832a127b8c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","美妆
Makeup","眼线笔与唇线笔
Eyeliner & Lipliner",?.?75,,,75,"3 ??? - ???,3 ??? (2 ?????? ?????? + 1 ?????? ?????),3 ??? (2 ??? + 1 ????),3 ??? ?????? ??????",3 ???,https://shop.tiktok.com/view/product/1737498818085029433?region=undefined&source=seller_center,广州楚钰化妆品有限公司,0,0
S251028048045,1.7375E+18,SA,Qingteng Toys Store,???? ??? ???? ????? ?????? ???? ?? ?????? Brainrot? ???? ????? ????? ????? ?????? ??????? ???????? ?? ??????? ???????? ???? ???? ????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/923f9868b61548b0b90191023c891d8b~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"玩具和爱好
Toys & Hobbies","娃娃与毛绒玩具
Dolls & Stuffed Toys","毛绒玩具
Stuffed Toys",?.?75,,,29.25,"????,????? ???????,?????? ??????,?????? ??????",25??/9.84????,https://shop.tiktok.com/view/product/1737498818337473852?region=undefined&source=seller_center,扬州青藤玩具有限公司,0,0
S260417004557,1.7375E+18,SA,Budget Boutique Mens,????? ??? ?????? ?????? ????? ?????? ???????? ???? ???? ???? ??????? ???? ?????? ???? ??? ????? ????? ???????? ?? ?????? ????? ?????????? ??? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f50d48951364479b96b096b701090866~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"男装与男士内衣
Menswear & Underwear","男士下装
Men's Bottoms","男士长裤
Men's Pants",?.?209,,,64.79,"????,Dark blue","S,M,L,XL,XXL,XXXL",https://shop.tiktok.com/view/product/1737498818361132985?region=undefined&source=seller_center,泰和县米农电子商务有限公司,0,0
