row,Product Id,"国家
Country",shop,product_name,image_url,"首图
First Image Show","最爆视频链接参考
Video link","一级行业
Primary Industry","一级类目
Level 1 Category","二级类目
Level 2 Category","三级类目
Level 3 Category","商品原价
Listed Price","秒杀指导价
Flash Sale Price","折扣率
Discount Rate",price,"颜色
Colors","尺码
Sizes",link,"供应商名称
Supplier Name",Number Requested,Number Ordered
S260424005023,1.73747E+18,SA,Chic Bags Quality,????? ??? ????? ??????? ????? ??? ????? ????? ??????? ???????????? ???? ???? ?????? ?????? ?????? ?? ?? ??? ??? ???? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/b935b5bb81994cb0a13392f9aa4fd8cc~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,鞋包配,"箱包
Luggage & Bags","女包
Women's Bags","女士单肩包及斜挎包
Women's Crossbody & Shoulder Bags",?.?139,,,?.?125.1,"??? ????,????,????,??? ????,???? - 1,??? ???? - 1",One-size,https://shop.tiktok.com/view/product/1737471125382464623?region=SA&source=seller_center,保定诺米兔箱包制造有限公司,0,0
S260509026517,1.73747E+18,SA,Wolf bag,????? ?????? ?????? ????? ??? ????? ??? ????? ?????? ????? ????? ?? ?????? ?????? ???????????? ??? ????? ????????? ??????? ????? Y2K? ????? ????? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f94d6c86483349c08903e9fa4493dc3b~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,鞋包配,"箱包
Luggage & Bags","女包
Women's Bags","女士单肩包及斜挎包
Women's Crossbody & Shoulder Bags",?.?129 - ?.?139,,,?.?46.44-?.?50.04,"????,????,????,??? Liji ?????? ??????,??? Liji ?????? ??????,???? ?????? ?????? ?????? ?????? ?? ??? ??????,???? + ?????,???? ? ????,???? ????? ?????? ?????",One-size,https://shop.tiktok.com/view/product/1737471128528979230?region=SA&source=seller_center,广州艾初皮具有限公司,0,0
S251111002466,1.73747E+18,SA,Tech Peak Gear,????? ??? ?????? ?? ???? ?????????? ?????? ????? ??????? ??????????? — ????? ?????? ?????? ?????? ??????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/59606c278bd04ed0aab20a39b8ad8f1d~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,鞋包配,"箱包
Luggage & Bags","女包
Women's Bags","女士托特包
Women's Tote Bags",?.?189,,,?.?39.69,"Off white,????,????",34×26×14 ??,https://shop.tiktok.com/view/product/1737471129720293326?region=SA&source=seller_center,泰格體育用品有限公司,0,0
S251110004335,1.73747E+18,SA,BARCUR,?????? BARCUR ?????? ?????? ???? ?????? ????? ???? ????? ????? ?????? ???? ??????? (PC) ???? ???? ?????. ????? ??????? ???????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/c338aab89a574e48b95e463bc35e684e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,鞋包配,"时尚配饰
Fashion Accessories","眼镜
Eyewear","镜框与镜片
Frames & Glasses",?.?105,,,?.?34.65,"????,???? ???,????,???? ????",One-size,https://shop.tiktok.com/view/product/1737471132596995479?region=SA&source=seller_center,义乌市增澜电子商务有限公司,0,0
S260314005480,1.73747E+18,SA,KA BAG CHARM SHOP,?????? ????? ?????? ?????? ???? ???????? ?? ????? ????? ?????? ?????? ????????? ??????? ??? ??? ????? ????? ?????? ????? ?????? ????? ???????. ?????? ??????? ??? ??????? ?? ???????? ?? ?????? ?????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/0206e0315ab94f0097daeca0d815fe23~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,鞋包配,"箱包
Luggage & Bags","箱包配件
Bag Accessories","包挂饰
Charms & Twillies",?.?22 - ?.?189,,,?.?19.8-?.?170.1,"10 ??? ???? + ???? ?????,1 ???? ???? + ???? ?????,5 ???: ???? + ???? ?????,3 ???,6 ???,20 ????",One-size,https://shop.tiktok.com/view/product/1737471136591545373?region=SA&source=seller_center,郑州中龙电子科技有限公司,0,0
S251203070858,1.73747E+18,SA,TOTEEASY,????? ?????? ?? ????????? ??? ????? ????? ????? ??????? ???? ???? ??????? ???????? ???????? ?????? ?????? ????? ???????? ?????? ??????? ?????? ????? ???? ???? ???? ??????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f6410d0e939b4940b36e005ef19e076c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,鞋包配,"箱包
Luggage & Bags","箱包配件
Bag Accessories","包内收纳
Bag Organizers",?.?135,,,?.?58.05,"????,????,????",L,https://shop.tiktok.com/view/product/1737471141246960992?region=SA&source=seller_center,义乌蜀锦箱包有限公司,0,0
S260615024700,1.73747E+18,SA,milikuyou,??? ????? ??? ????? ?? ? ??? ?????? ?????? ????? ??? ????? ????? + ????? ???? ????? ??? ????? + ?????? ????? ??? ?????? ???? ????????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/ca3a6849ca7944e1a254034ca5c4c473~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,鞋包配,"箱包
Luggage & Bags","功能箱包
Functional Bags","双肩包
Backpacks",?.?65 - ?.?269,,,?.?24.05-?.?99.53,"Dark blue,????,????,?????? ??????",??? ????,https://shop.tiktok.com/view/product/1737471143265141894?region=SA&source=seller_center,安溪县感德足帐芒鞋服饰店,0,0
S251127080303,1.73747E+18,SA,Suit Up Custom,??? ?? ?????? ????? ????? ?? 6 ??? ?????? ?????? ???? ??????? ???? ????? ????? ??????? ????? ????? ???????? ???????? ???????? ?? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/84da912a787d405ca5a4e2e81f9615bc~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"男装与男士内衣
Menswear & Underwear","男士上装
Men's Tops","男士T恤
T-shirts",?.?189,,,69.93,????? ??????,"XS,S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737471057415013839?region=undefined&source=seller_center,义乌市峙山电子商务有限公司,0,0
S251229058914,1.7375E+18,SA,DolceAmara,??? ????? ????? ?? ??????: ??? ???? ???? ?????? ???? ??????? ???? ???? ??????? ???? ???? ?????? ????? ???? ????? ????? ??? ?????? ???????? ????? ?????? ????????? ????? ?????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/2ea3f5a177634d93a29f37f424fe0c9e~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?165,,,54.45,"???? ? ????,????,????","S,M,L,XL",https://shop.tiktok.com/view/product/1737497261736887787?region=undefined&source=seller_center,香港俏米朵服饰贸易有限公司,0,0
S260515014990,1.7375E+18,SA,Jinhai Department Store,???? ?? 50/100 ???? ?? ?????? ??????? ???????? ??? ??????? — ???? ??????? ??????? ????? ?????. ?? ???? ?????? ????? ?????? ?????? ?? ?????????? — ?????? ??????? ???????? ????????? ??? ??? ????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/e6b39c562cf44bc2afb017bcb3ea9577~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"厨具
Kitchenware","烘焙用具
Bakeware","烘焙盘
Baking Trays",?.?59 - ?.?115,,,59-115,"100 ????,50 ????",One-size,https://shop.tiktok.com/view/product/1737497262382155353?region=undefined&source=seller_center,沈阳市于洪区凌伶考百货店（个体工商户）,0,0
S260629016140,1.7375E+18,SA,XXINGWANG,???? ?????? ????? ??????? ?????? ???? ????? ????? ??????? ?????? ???????? ?? ????? ????? ???? ????? ?????? ??????? ????? ????? ??? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/a6ca1176a4074a388ab085ef6d661ff3~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?105,,,42,"????,???? ????,????? ????,???,?????","3XL,2XL,1XL,4XL,6XL,5XL",https://shop.tiktok.com/view/product/1737497262417347779?region=undefined&source=seller_center,东莞市虎门星旺服装厂（个体工商户）,0,0
S251203015723,1.7375E+18,SA,AVYRING Body Jewelry,????? ??? ??? ??? ???? ????? ????? ??? ??????? ????? 20G/18G ??? ???? ????? ??????? ????? ??? ??????? ?? ????? ????? 316L ????? ???????? ????? ??????? ??????? ?????? ??? ????? ?????? ????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/a499f446e0544ad4b1347b53cf069d4c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"时尚配饰
Fashion Accessories","平价饰品
Costume Jewelry & Accessories","身体饰品
Body Jewelry",?.?75 - ?.?109,,,75-109,"????,Silver","???? ?????? ????? CZ (20G? 8 ??),???? ?????? CZ (20G? 8 ??),???? ?????? CZ (18G? 8 ??),??? ???? CZ (18G? 8 ??),??? ???? CZ (20G? 8 ??),???? ?????? ????? ?? ??????? ?????? (18G? 8 ??),???? ?????? ????? CZ (20G? 8 ??),???? ?????? ????? CZ (18G? 8 ??),??? ???? CZ (20G? 8 ??),??? ???? CZ (18G? 8 ??),???? ?????? CZ (20G? 8 ??),???? ?????? CZ (18G? 8 ??)",https://shop.tiktok.com/view/product/1737497262519322574?region=undefined&source=seller_center,义乌市羽冠饰品有限公司,0,0
S260325063827,1.7375E+18,SA,Muse Plus,????? ?????? ??????? ????? ????? ???? ???? ?????? ?????? ?????? ?????? ????? ????? ???????? ????? ?????? ??????? ?????? ???????? ???? ?????? ???? ?????? ?????? ?????? ?????? ?????? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/0217a2b1086742b993202733588b0375~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士上装
Women's Tops","女士短袖
Women's T-shirts",?.?109 - ?.?115,,,35.97-37.95,"????,????,????,???? ????????,???? ????? ????,???????-????,????,???????,????","0XL,1XL,2XL,3XL,4XL,5XL",https://shop.tiktok.com/view/product/1737497264247833761?region=undefined&source=seller_center,香港九牛科技有限公司,0,0
S260407049171,1.7375E+18,SA,Evilyn chic,??? ????? ?? ??? ???? ????? ????? ????? ??????? ???????? ????? ??? ????? ?????? ??? ????? ?????? ????? ?????? ??????? ???? ????? ?????? ??????? ????? ?????? ????? ?????? ??????? ?????????? ?? ??????? ??? ????? ?? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/bd13fb0d0261478290e006bf070e9d6b~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?135,,,43.2,"????,???? ? ????,????,????,????","S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497264511616191?region=undefined&source=seller_center,深圳市壹加亿服饰有限公司,0,0
S260403021718,1.7375E+18,SA,ZP clothing store,????? ????? ???? ?????? ?? ??? ?????? ?? ??????? ?????? ???? ??? ??? ??????? ???? ????? ???? ??????? ????? ??????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/7298d3d7bba6491d9074f44a6940fb9f~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士连衣裙
Women's Dresses","女士休闲连衣裙
Casual Dresses",?.?199,,,77.61,"????,???? ??????,????,???? ?????","S,M,L,XL,XS,XXL",https://shop.tiktok.com/view/product/1737497300722353296?region=undefined&source=seller_center,广州远尚服装有限公司,0,0
S260316051964,1.7375E+18,SA,OOQ Jewelry,????? ??? ?????? ????? ????? ???????? ???? ????? ???? ?????? ????? ?????? ?????? ?????? ?????/?????? ???????? ??????? ??? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/c717f74aaf334167bea9948023643955~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"时尚配饰
Fashion Accessories","平价饰品
Costume Jewelry & Accessories","身体饰品
Body Jewelry",?.?85,,,32.3,"Silver,????",??? ????,https://shop.tiktok.com/view/product/1737497301061108767?region=undefined&source=seller_center,义乌市彤瑜电子商务有限公司,0,0
S260224009621,1.7375E+18,SA,KAYWIDE Resort,??? ????? ?? ??????: ??? ???? ??? ????? ????? ??? ??? ??? V ?? ????? ?????? ????? ???? ????? ?????? ???? ?????? ????? ???????? ??????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/208d78812d4f45c9892ff9781aa670a0~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?199,,,61.69,"???,????,Cream,????,????,???? ????","S,M,L,XL",https://shop.tiktok.com/view/product/1737497301436171340?region=undefined&source=seller_center,香港佳芸贸易有限公司,0,0
S250922005755,1.7375E+18,SA,CLEAN FACE TOWELS,????? ????? ?????? ? 50pcs / box ???????? ?????? ??????? ????? ?????? ????? ? ????? ????? ???? ?????? ???? ????? ?? ?????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f5edbb172856431389e48277758bd5d4~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"美妆个护
Beauty & Personal Care","洗浴与身体护理
Bath & Body Care","洗澡工具
Bathing Accessories",?.?105 - ?.?439,,,33.6-140.48,"???????? ???? ?????/50 ????,1 ????/50 ????,2 ????/100 ????,? ??????/??? ????",25*30??,https://shop.tiktok.com/view/product/1737497302486516847?region=undefined&source=seller_center,合肥乐外徽电子商务有限公司,0,0
S251023048911,1.7375E+18,SA,JUNECLOTHING,??? ?????? ?????? ?????? ????? ?????? ????? 12 ????? ????? ????? ????? ??? ?????? ????? ????? ??????? ?????? ????? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8058f800fbbf4fcb97d1a087f8f576c5~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士内衣
Women's Underwear","内裤
Panties",?.?155,,,85.25,????? ???????,"XS,S,M,L,XL",https://shop.tiktok.com/view/product/1737497302706325394?region=undefined&source=seller_center,汕头市濠江区六月服装服饰批发店,0,0
S251021057012,1.7375E+18,SA,Eloise Archive,???? ????? ?????? ???? ???? ?? ????? ???? ??? ??? ??? H ??????? ?????? ????? ????? ????? ????? ???????? ???? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/a29294b951434bb09a8d29639174399b~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?109,,,35.97,"????,Dark gray,???,?????,Cream","S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497303025681676?region=undefined&source=seller_center,潜江市搜个衣服装厂,0,0
S260604037490,1.7375E+18,SA,Esehula Fashion,??? ????? ????? ?? ??????? ????? ????? ????? ?????? ????? ????? ??????? ?????? ?????? ???? ???? ???????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/f30fdcaf0ba34d56a450723c48a2edd0~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?195,,,78,"???? ??????,???? ???,????,????","XL,M,S,L",https://shop.tiktok.com/view/product/1737497304784144119?region=undefined&source=seller_center,香港錦峰服飾有限公司,0,0
S231215002284,1.7375E+18,SA,Home department,??????? ????? ?????? ????? ? 1 ??? ???? ????? ??????? ???????? ??? ? ????? ?????? ??????? ?????? ???? ?????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/6098b668b918410a9cea1411b39c64d4~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"家纺布艺
Textiles & Soft Furnishings","床上用品
Bedding and Linens","毯子
Blankets & Throws",?.?79 - ?.?179,,,51.35-116.35,"??????? ????,??????? ???,??????? ?????? ?????","????? ????? ????? 60×80 ????? ???? ?????? ?????,50x60 Inch Storage Bag, Free Gift Included,????? ????? ????? 30×40 ????? ???? ?????? ?????",https://shop.tiktok.com/view/product/1737497305611732888?region=undefined&source=seller_center,义乌市嘉冉贸易有限公司,0,0
S260322022164,1.7375E+18,SA,Lude Footwear,????? ??????? ?????? ????? ??? ?????? ????? ???????? ?? ??? ????? (PU)? ????? ???????? ??????? ??? ?? ??????? ????? ????? ??? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/674fd2611ec74018bbe2c897953efd3c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"鞋靴
Shoes","男鞋
Men's Shoes","男士凉鞋&人字拖
Sandals & Flip Flops",?.?229,,,89.31,"???,????","Cn39,Cn40,Cn41,Cn42,CN43,Cn44,Cn45",https://shop.tiktok.com/view/product/1737497305837963078?region=undefined&source=seller_center,苍南县灵溪镇路得皮鞋厂,0,0
S251022067264,1.7375E+18,SA,SIIIMPLE,???? ????? ???? ?????? ???? ?? ??? ????? PU ????? ???? ????? ????? ?????? ?????? ?? ????? ?????. ?????? ????? ?????? ??????????? ??????? ??????? ?????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/bf112f2a4a8c403cada5c282eefbeced~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士下装
Women's Bottoms","短裤
Shorts",?.?85,,,32.3,????,"S,M,L",https://shop.tiktok.com/view/product/1737497308217050629?region=undefined&source=seller_center,香港悅棠集團有限公司,0,0
S251003031090,1.7375E+18,SA,Chic Cotton Elite,??? ????? ????? ?? ????? ????? ?????? ????? ?????? ???? ?????? ????? ?????? ?????? ????? ?????? ???? ????? ????? ????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/8539d9715824418d96c2b6c15513bc31~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士睡衣和家居服
Women's Sleepwear & Loungewear","女士睡衣
Pajamas & Loungewear",?.?119,,,46.41,"????,????,????","S,M,L,XL,XXL",https://shop.tiktok.com/view/product/1737497309860824642?region=undefined&source=seller_center,普宁市流沙童沁服装店（个体工商户）,0,0
S260401035985,1.7375E+18,SA,Tooling Home,???? ?? ??????? ???? ????? ?????? ??????????? ????? ??????? ????? ???? 25–45 ??? ????? ????? ?????? ?????? ?????? ?? ????? ????? ???????? ?????? ????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/b84a48028e6744d7aa5ed80826c5babb~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"汽车和摩托车相关
Automotive & Motorcycle","汽车修理工具
Car Repair Tools","汽车车身修理工具
Car Body Repair Tools",?.?79,,,35.55,????,???? ??????,https://shop.tiktok.com/view/product/1737497310691493865?region=undefined&source=seller_center,台州市壳木电子商务有限公司,0,0
S260313038926,1.7375E+18,SA,KAYWIDE Resort,????? ???? ????? ???? ????? ????? ?????? ??? ?????? ????? ???? ???? ???? ?????? ????? ???? ??? ????? ????? ?????? ?????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/1fc53eb8955b42be883c39d32bc5fd71~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士连衣裙
Women's Dresses","女士休闲连衣裙
Casual Dresses",?.?175,,,56,"????,????,????,????","S,M,L,XL",https://shop.tiktok.com/view/product/1737497344776373324?region=undefined&source=seller_center,香港佳芸贸易有限公司,0,0
S260416035759,1.7375E+18,SA,Lira Maison,??? ????? ???? ???????? ???? ?????? ?????? ?? ????? ????? ??? ????? ?????? ?????? ????? ????? ?????? ????? ?????? ???????.,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/cfdf0082f7e1443ab684c35398b5f882~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士套装与连体衣
Women's Suits & Sets","女士套装
Women's Clothing Sets",?.?185,,,61.05,"????,Beige,????,????,?????? ???????","XS,S,M,L,XL",https://shop.tiktok.com/view/product/1737497345995278330?region=undefined&source=seller_center,香港千雪服飾有限公司,0,0
S250216004460,1.7375E+18,SA,Perfect gift factory,???? ??? ??? ??? ?? ????????? ???? ????? ???? ????? ???? ?????? ???? ??????? ???? ????? ????? ??????? ????? ??????,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/5745e465d2aa406fbbc056677dff858e~tplv-o3syd03w52-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"家居用品
Home Supplies","装饰
Home Decor","装饰牌
Plaques & Signs",?.?65,,,65,1 ????,Black,https://shop.tiktok.com/view/product/1737497346787477426?region=undefined&source=seller_center,东阳市鼎集工艺品厂（个体工商户）,0,0
S260110094102,1.7375E+18,SA,Blaze Ink Stationery,???? ??????? ?????? ????? ???? ???? ?????? ?? ????? ?????? ????? ???????? ??? ????? ?????? ????? ?????? ???? ?????? ?????? ???? ???? B5 ???? ?×?? ?????（????? ??????? ????）,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/d3a3abd79c9f446798f1c2b567da5f1c~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"电脑和办公设备
Computers & Office Equipment","办公文具用品
Office Stationery & Supplies","笔记本与纸制品
Notebooks & Paper",?.?179,,,66.23,"????,????,????",One-size,https://shop.tiktok.com/view/product/1737497346912847332?region=undefined&source=seller_center,四川千韵活力电子商务有限责任公司,0,0
S251214020645,1.7375E+18,SA,luckly BB shoes,????? ?????? ?? ??? PU ?????? ????? ???????? ????? ????? ????? ?????? ???????? ????????? ??????? ???????? ?? ?????? ???????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/3e1ef30edf33459281f9bf2b124c43ce~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"儿童时尚
Kids' Fashion","男童鞋
Boys' Footwear","男童运动鞋
Trainers",?.?135,,,135,"????,????","Eu21,Eu22,Eu23,Eu24,Eu25,Eu26,Eu27,Eu28,Eu29,Eu30",https://shop.tiktok.com/view/product/1737497347041297812?region=undefined&source=seller_center,佛山市南海区岐萱屋电子商务服务中心,0,0
S260409024265,1.7375E+18,SA,HooFoog,??? ?????? ????? ?? ???????? ????? ?? ??????? ??? ???? ??????? ????? ?????? ???? ???????? ????? ??? ?????? ??????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/bb02dce5ce5b4a78b8e571db97cb71dc~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士睡衣和家居服
Women's Sleepwear & Loungewear","女士睡衣
Pajamas & Loungewear",?.?175,,,57.75,"???? ??????,?????? ???????,????,Bright red,???? ?????,??? ??? ????,????,????? ????? ?? ??? ????,????? ???? ?????? ?? ??? ????,???? ????","XS,S,M,L,XL",https://shop.tiktok.com/view/product/1737497347505423446?region=undefined&source=seller_center,广州番禺浩丰服饰商行（个体工商户）,0,0
S260430011764,1.7375E+18,SA,Baillin Dress,??? ????? ????? ?????? ??? ???? ????? ????? ?????? ???? ????? ????? Y2K? ???? ??????? ???????? ??????/???????? ????? ????,https://p16-oec-sg.ibyteimg.com/tos-alisg-i-aphluv4xwc-sg/9d3d6bc800714cd6bcf81124226401ed~tplv-aphluv4xwc-resize-jpeg:300:300.jpeg?dr=15584&from=520841845&idc=my2&ps=933b5bde&shcp=e4b437d3&shp=1f0b6a75&t=555f072d,,,,"女装和内衣
Womenswear & Underwear","女士上装
Women's Tops","女士背心，吊带&抹胸
Women's Tanks & Camis",?.?95,,,19.95,????,"S,M,L,XL",https://shop.tiktok.com/view/product/1737497348414932442?region=undefined&source=seller_center,香港新銳服裝有限公司,0,0
